"Timestamp","Location","Cornering","Mileage"
2023-01-02 15:42:00,"Suburban",0.7,45
2023-01-02 15:43:00,"Suburban",0.49,127
2023-01-02 15:44:00,"Rural",0.2,50
2023-01-02 15:45:00,"Rural",0.12,28
2023-01-02 15:46:00,"Suburban",0.61,89
2023-01-02 15:47:00,"Rural",0.26,110
2023-01-02 15:48:00,"Urban",0.87,15
2023-01-02 15:49:00,"Rural",0.92,135
2023-01-02 15:50:00,"Urban",0.4,7
2023-01-02 15:51:00,"Suburban",0.65,98
2023-01-02 15:52:00,"Urban",0.52,36
2023-01-02 15:53:00,"Suburban",0.66,2
2023-01-02 15:54:00,"Rural",0.36,138
2023-01-02 15:55:00,"Urban",0.06,57
2023-01-02 15:56:00,"Urban",0.9,36
2023-01-02 15:57:00,"Urban",0.48,22
2023-01-02 15:58:00,"Urban",0.55,86
2023-01-02 15:59:00,"Rural",1,33
2023-01-02 16:00:00,"Urban",1,69
2023-01-02 16:01:00,"Suburban",0.44,128
2023-01-02 16:02:00,"Urban",0.02,37
2023-01-02 16:03:00,"Rural",0.14,109
2023-01-02 16:04:00,"Rural",0.48,23
2023-01-02 16:05:00,"Rural",0.58,118
2023-01-02 16:06:00,"Rural",0.81,37
2023-01-02 16:07:00,"Urban",0.6,81
2023-01-02 16:08:00,"Suburban",0.4,19
2023-01-02 16:09:00,"Urban",0.21,27
2023-01-02 16:10:00,"Suburban",0.98,121
2023-01-02 16:11:00,"Suburban",0.6,148
2023-01-02 16:12:00,"Rural",0.5,74
2023-01-02 16:13:00,"Suburban",0.37,22
2023-01-02 16:14:00,"Urban",0.15,84
2023-01-02 16:15:00,"Rural",0.97,52
2023-01-02 16:16:00,"Urban",0.33,70
2023-01-02 16:17:00,"Rural",0.1,56
2023-01-02 16:18:00,"Urban",0.41,61
2023-01-02 16:19:00,"Suburban",0.63,109
2023-01-02 16:20:00,"Rural",0.54,86
2023-01-02 16:21:00,"Suburban",0.14,13
2023-01-02 16:22:00,"Rural",0.56,80
2023-01-02 16:23:00,"Suburban",0.1,118
2023-01-02 16:24:00,"Suburban",0.93,51
2023-01-02 16:25:00,"Suburban",0.22,69
2023-01-02 16:26:00,"Rural",0.25,133
2023-01-02 16:27:00,"Suburban",0.25,19
2023-01-02 16:28:00,"Suburban",0.32,127
2023-01-02 16:29:00,"Rural",0.74,145
2023-01-02 16:30:00,"Rural",0.5,57
2023-01-02 16:31:00,"Rural",0.03,117
2023-01-02 16:32:00,"Suburban",0.12,76
2023-01-02 16:33:00,"Rural",0.38,22
2023-01-02 16:34:00,"Urban",0.58,73
2023-01-02 16:35:00,"Suburban",0.56,130
2023-01-02 16:36:00,"Suburban",0.61,102
2023-01-02 16:37:00,"Suburban",0.14,59
2023-01-02 16:38:00,"Rural",0.11,128
2023-01-02 16:39:00,"Urban",0.22,60
2023-01-02 16:40:00,"Urban",0.11,20
2023-01-02 16:41:00,"Rural",0.34,76
2023-01-02 16:42:00,"Urban",0.47,57
2023-01-02 16:43:00,"Suburban",0.36,5
2023-01-02 16:44:00,"Urban",0.25,11
2023-01-02 16:45:00,"Urban",0.2,141
2023-01-02 16:46:00,"Rural",0.76,48
2023-01-02 16:47:00,"Urban",0.85,46
2023-01-02 16:48:00,"Urban",0.29,92
2023-01-02 16:49:00,"Suburban",0.11,50
2023-01-02 16:50:00,"Suburban",0.47,61
2023-01-02 16:51:00,"Rural",0.52,77
2023-01-02 16:52:00,"Rural",0.67,26
2023-01-02 16:53:00,"Rural",0.81,78
2023-01-02 16:54:00,"Rural",0.22,75
2023-01-02 16:55:00,"Rural",0.78,101
2023-01-02 16:56:00,"Suburban",0.82,46
2023-01-02 16:57:00,"Urban",0.65,123
2023-01-02 16:58:00,"Suburban",0.62,67
2023-01-02 16:59:00,"Rural",0.82,134
2023-01-02 17:00:00,"Rural",0.99,53
2023-01-02 17:01:00,"Suburban",0.12,147
2023-01-02 17:02:00,"Suburban",0.38,38
2023-01-02 17:03:00,"Suburban",0.27,2
2023-01-02 17:04:00,"Suburban",0.02,133
2023-01-02 17:05:00,"Suburban",0.55,51
2023-01-02 17:06:00,"Rural",0.88,3
2023-01-02 17:07:00,"Rural",0.3,76
2023-01-02 17:08:00,"Suburban",0.5,74
2023-01-02 17:09:00,"Rural",0.85,45
2023-01-02 17:10:00,"Urban",0.95,96
2023-01-02 17:11:00,"Urban",0.55,99
2023-01-02 17:12:00,"Rural",0.17,50
2023-01-02 17:13:00,"Suburban",0.98,137
2023-01-02 17:14:00,"Urban",1,67
2023-01-02 17:15:00,"Rural",0.78,21
2023-01-02 17:16:00,"Suburban",0.92,77
2023-01-02 17:17:00,"Rural",0.14,1
2023-01-02 17:18:00,"Urban",0.42,80
2023-01-02 17:19:00,"Suburban",0.81,11
2023-01-02 17:20:00,"Suburban",0.87,74
2023-01-02 17:21:00,"Rural",0.44,81
2023-01-02 17:22:00,"Suburban",0.47,11
2023-01-02 17:23:00,"Rural",0.03,147
2023-01-02 17:24:00,"Rural",0.98,145
2023-01-02 17:25:00,"Rural",0.45,121
2023-01-02 17:26:00,"Suburban",0.28,85
2023-01-02 17:27:00,"Rural",0.5,143
2023-01-02 17:28:00,"Suburban",0.57,54
2023-01-02 17:29:00,"Rural",0.53,65
2023-01-02 17:30:00,"Rural",0.15,24
2023-01-02 17:31:00,"Urban",0.99,136
2023-01-02 17:32:00,"Urban",0.46,124
2023-01-02 17:33:00,"Suburban",0.44,33
2023-01-02 17:34:00,"Suburban",0.18,86
2023-01-02 17:35:00,"Rural",0.39,37
2023-01-02 17:36:00,"Suburban",0.96,103
2023-01-02 17:37:00,"Suburban",0.16,103
2023-01-02 17:38:00,"Suburban",0.37,92
2023-01-02 17:39:00,"Suburban",0.06,122
2023-01-02 17:40:00,"Suburban",0.28,127
2023-01-02 17:41:00,"Suburban",0.31,86
2023-01-02 17:42:00,"Rural",0.87,102
2023-01-02 17:43:00,"Rural",0.52,149
2023-01-02 17:44:00,"Urban",0.04,74
2023-01-02 17:45:00,"Urban",0.11,100
2023-01-02 17:46:00,"Urban",0.85,72
2023-01-02 17:47:00,"Rural",0.77,0
2023-01-02 17:48:00,"Urban",0.24,117
2023-01-02 17:49:00,"Rural",0.46,107
2023-01-02 17:50:00,"Urban",0.58,87
2023-01-02 17:51:00,"Urban",0.4,80
2023-01-02 17:52:00,"Urban",0.09,50
2023-01-02 17:53:00,"Urban",0.23,128
2023-01-02 17:54:00,"Suburban",0.73,113
2023-01-02 17:55:00,"Suburban",0.29,89
2023-01-02 17:56:00,"Suburban",0.83,54
2023-01-02 17:57:00,"Suburban",0.42,78
2023-01-02 17:58:00,"Urban",0.64,13
2023-01-02 17:59:00,"Rural",0.01,97
2023-01-02 18:00:00,"Rural",0.25,148
2023-01-02 18:01:00,"Rural",0.82,13
2023-01-02 18:02:00,"Suburban",0.72,63
2023-01-02 18:03:00,"Rural",0.69,134
2023-01-02 18:04:00,"Suburban",0.41,55
2023-01-02 18:05:00,"Urban",0.04,137
2023-01-02 18:06:00,"Urban",0.57,145
2023-01-02 18:07:00,"Suburban",0.19,72
2023-01-02 18:08:00,"Suburban",0.33,141
2023-01-02 18:09:00,"Suburban",0.22,112
2023-01-02 18:10:00,"Urban",0.99,5
2023-01-02 18:11:00,"Rural",0.44,0
2023-01-02 18:12:00,"Urban",0.04,60
2023-01-02 18:13:00,"Rural",0.13,116
2023-01-02 18:14:00,"Urban",0.74,1
2023-01-02 18:15:00,"Urban",0.97,33
2023-01-02 18:16:00,"Rural",0.97,42
2023-01-02 18:17:00,"Suburban",0.58,4
2023-01-02 18:18:00,"Urban",0.2,64
2023-01-02 18:19:00,"Rural",0.37,113
2023-01-02 18:20:00,"Rural",0.04,63
2023-01-02 18:21:00,"Suburban",0.98,92
2023-01-02 18:22:00,"Suburban",0.11,15
2023-01-02 18:23:00,"Rural",0.08,14
2023-01-02 18:24:00,"Rural",0.54,49
2023-01-02 18:25:00,"Urban",0.55,124
2023-01-02 18:26:00,"Suburban",0.92,64
2023-01-02 18:27:00,"Urban",0.98,21
2023-01-02 18:28:00,"Urban",0.75,25
2023-01-02 18:29:00,"Rural",0.02,33
2023-01-02 18:30:00,"Urban",0.57,59
2023-01-02 18:31:00,"Suburban",0.89,121
2023-01-02 18:32:00,"Suburban",0.16,18
2023-01-02 18:33:00,"Rural",0.99,23
2023-01-02 18:34:00,"Suburban",0.23,0
2023-01-02 18:35:00,"Rural",0.88,19
2023-01-02 18:36:00,"Rural",0.53,67
2023-01-02 18:37:00,"Suburban",0.64,52
2023-01-02 18:38:00,"Rural",0.53,65
2023-01-02 18:39:00,"Rural",0.82,35
2023-01-02 18:40:00,"Suburban",0.44,9
2023-01-02 18:41:00,"Suburban",0.05,23
2023-01-02 18:42:00,"Rural",0.03,105
2023-01-02 18:43:00,"Rural",0.33,48
2023-01-02 18:44:00,"Suburban",0.6,126
2023-01-02 18:45:00,"Urban",0.61,39
2023-01-02 18:46:00,"Urban",0.41,88
2023-01-02 18:47:00,"Rural",0.05,109
2023-01-02 18:48:00,"Rural",0.06,95
2023-01-02 18:49:00,"Urban",0.67,143
2023-01-02 18:50:00,"Suburban",0.04,68
2023-01-02 18:51:00,"Suburban",0.31,118
2023-01-02 18:52:00,"Rural",0.57,58
2023-01-02 18:53:00,"Suburban",0.88,82
2023-01-02 18:54:00,"Rural",0.18,101
2023-01-02 18:55:00,"Urban",0.54,47
2023-01-02 18:56:00,"Suburban",0.03,43
2023-01-02 18:57:00,"Suburban",0.71,69
2023-01-02 18:58:00,"Urban",0.46,119
2023-01-02 18:59:00,"Rural",0.83,111
2023-01-02 19:00:00,"Suburban",0.69,56
2023-01-02 19:01:00,"Rural",0.47,64
2023-01-02 19:02:00,"Rural",0.85,112
2023-01-02 19:03:00,"Urban",0.41,64
2023-01-02 19:04:00,"Suburban",0.16,147
2023-01-02 19:05:00,"Suburban",0.14,43
2023-01-02 19:06:00,"Urban",0.49,75
2023-01-02 19:07:00,"Urban",0.27,56
2023-01-02 19:08:00,"Suburban",0.87,38
2023-01-02 19:09:00,"Rural",0.73,104
2023-01-02 19:10:00,"Rural",0.07,125
2023-01-02 19:11:00,"Rural",0.62,57
2023-01-02 19:12:00,"Suburban",0.87,46
2023-01-02 19:13:00,"Suburban",0.9,34
2023-01-02 19:14:00,"Rural",0.97,111
2023-01-02 19:15:00,"Urban",0.22,1
2023-01-02 19:16:00,"Rural",0.23,44
2023-01-02 19:17:00,"Urban",0.98,140
2023-01-02 19:18:00,"Rural",0.45,76
2023-01-02 19:19:00,"Rural",0.58,127
2023-01-02 19:20:00,"Rural",0,86
2023-01-02 19:21:00,"Suburban",0.58,90
2023-01-02 19:22:00,"Urban",0.02,53
2023-01-02 19:23:00,"Urban",0.48,96
2023-01-02 19:24:00,"Rural",0.9,144
2023-01-02 19:25:00,"Urban",0.48,117
2023-01-02 19:26:00,"Suburban",0,57
2023-01-02 19:27:00,"Suburban",0.17,69
2023-01-02 19:28:00,"Rural",0.54,75
2023-01-02 19:29:00,"Suburban",0.03,61
2023-01-02 19:30:00,"Urban",0.14,113
2023-01-02 19:31:00,"Urban",0.54,124
2023-01-02 19:32:00,"Suburban",0.41,114
2023-01-02 19:33:00,"Rural",0.38,132
2023-01-02 19:34:00,"Urban",0.27,83
2023-01-02 19:35:00,"Urban",0.54,9
2023-01-02 19:36:00,"Urban",0.42,67
2023-01-02 19:37:00,"Urban",0.58,5
2023-01-02 19:38:00,"Urban",0.44,127
2023-01-02 19:39:00,"Urban",0.78,98
2023-01-02 19:40:00,"Rural",0.67,95
2023-01-02 19:41:00,"Urban",0.17,16
2023-01-02 19:42:00,"Suburban",0.38,126
2023-01-02 19:43:00,"Rural",0.85,5
2023-01-02 19:44:00,"Rural",0.86,48
2023-01-02 19:45:00,"Rural",0.09,109
2023-01-02 19:46:00,"Suburban",0.15,147
2023-01-02 19:47:00,"Suburban",0.79,46
2023-01-02 19:48:00,"Urban",0.48,142
2023-01-02 19:49:00,"Rural",0.65,63
2023-01-02 19:50:00,"Suburban",0.02,27
2023-01-02 19:51:00,"Urban",0.69,48
2023-01-02 19:52:00,"Urban",0.69,57
2023-01-02 19:53:00,"Rural",0.18,53
2023-01-02 19:54:00,"Suburban",0.56,35
2023-01-02 19:55:00,"Suburban",0.09,101
2023-01-02 19:56:00,"Urban",0.79,135
2023-01-02 19:57:00,"Urban",0.97,14
2023-01-02 19:58:00,"Rural",0.08,93
2023-01-02 19:59:00,"Rural",0.7,141
2023-01-02 20:00:00,"Urban",0.29,86
2023-01-02 20:01:00,"Suburban",0.2,38
2023-01-02 20:02:00,"Urban",0.11,33
2023-01-02 20:03:00,"Suburban",0.77,85
2023-01-02 20:04:00,"Urban",0.47,144
2023-01-02 20:05:00,"Rural",0.04,140
2023-01-02 20:06:00,"Rural",0.21,132
2023-01-02 20:07:00,"Suburban",0.57,5
2023-01-02 20:08:00,"Suburban",0.38,99
2023-01-02 20:09:00,"Rural",0.08,51
2023-01-02 20:10:00,"Urban",0.87,143
2023-01-02 20:11:00,"Suburban",0.17,122
2023-01-02 20:12:00,"Suburban",0.97,85
2023-01-02 20:13:00,"Suburban",0.17,19
2023-01-02 20:14:00,"Urban",0.03,52
2023-01-02 20:15:00,"Suburban",0.19,91
2023-01-02 20:16:00,"Urban",0.09,1
2023-01-02 20:17:00,"Rural",0.97,52
2023-01-02 20:18:00,"Rural",0.88,26
2023-01-02 20:19:00,"Rural",0.63,96
2023-01-02 20:20:00,"Suburban",0.53,6
2023-01-02 20:21:00,"Suburban",0.13,77
2023-01-02 20:22:00,"Rural",0.16,1
2023-01-02 20:23:00,"Rural",0.24,7
2023-01-02 20:24:00,"Urban",0.76,1
2023-01-02 20:25:00,"Suburban",0.57,124
2023-01-02 20:26:00,"Suburban",0.12,43
2023-01-02 20:27:00,"Rural",0.32,29
2023-01-02 20:28:00,"Suburban",0.44,95
2023-01-02 20:29:00,"Urban",0.04,110
2023-01-02 20:30:00,"Rural",0.64,28
2023-01-02 20:31:00,"Suburban",0.91,45
2023-01-02 20:32:00,"Urban",0.79,88
2023-01-02 20:33:00,"Urban",0.86,124
2023-01-02 20:34:00,"Suburban",0.75,20
2023-01-02 20:35:00,"Suburban",0.38,130
2023-01-02 20:36:00,"Urban",0.71,135
2023-01-02 20:37:00,"Urban",0.62,144
2023-01-02 20:38:00,"Rural",0.66,16
2023-01-02 20:39:00,"Rural",0.47,10
2023-01-02 20:40:00,"Urban",0.83,129
2023-01-02 20:41:00,"Suburban",0.92,104
2023-01-02 20:42:00,"Rural",0.36,62
2023-01-02 20:43:00,"Suburban",0.37,40
2023-01-02 20:44:00,"Rural",0.14,15
2023-01-02 20:45:00,"Urban",0.07,141
2023-01-02 20:46:00,"Suburban",0.66,104
2023-01-02 20:47:00,"Rural",0.09,107
2023-01-02 20:48:00,"Rural",0.65,138
2023-01-02 20:49:00,"Suburban",0.48,72
2023-01-02 20:50:00,"Rural",0.84,62
2023-01-02 20:51:00,"Suburban",0.18,127
2023-01-02 20:52:00,"Rural",0.16,108
2023-01-02 20:53:00,"Suburban",0.75,102
2023-01-02 20:54:00,"Urban",0.64,75
2023-01-02 20:55:00,"Urban",0.29,79
2023-01-02 20:56:00,"Rural",0.33,88
2023-01-02 20:57:00,"Rural",0.68,132
2023-01-02 20:58:00,"Suburban",0.74,57
2023-01-02 20:59:00,"Suburban",0.72,45
2023-01-02 21:00:00,"Suburban",0.87,47
2023-01-02 21:01:00,"Suburban",0.24,1
2023-01-02 21:02:00,"Suburban",0.8,29
2023-01-02 21:03:00,"Urban",0.13,28
2023-01-02 21:04:00,"Urban",0.15,78
2023-01-02 21:05:00,"Rural",0.14,111
2023-01-02 21:06:00,"Rural",0.19,27
2023-01-02 21:07:00,"Suburban",0.88,131
2023-01-02 21:08:00,"Suburban",0.27,102
2023-01-02 21:09:00,"Rural",0.57,3
2023-01-02 21:10:00,"Urban",0.67,71
2023-01-02 21:11:00,"Rural",0.51,70
2023-01-02 21:12:00,"Suburban",0.24,2
2023-01-02 21:13:00,"Urban",0.45,40
2023-01-02 21:14:00,"Rural",0.58,0
2023-01-02 21:15:00,"Suburban",0.68,14
2023-01-02 21:16:00,"Suburban",0.87,5
2023-01-02 21:17:00,"Rural",0.84,105
2023-01-02 21:18:00,"Urban",0.71,17
2023-01-02 21:19:00,"Rural",0.8,32
2023-01-02 21:20:00,"Urban",0.89,43
2023-01-02 21:21:00,"Suburban",0.64,118
2023-01-02 21:22:00,"Urban",0.54,97
2023-01-02 21:23:00,"Urban",0.38,95
2023-01-02 21:24:00,"Urban",0.6,15
2023-01-02 21:25:00,"Urban",0.86,112
2023-01-02 21:26:00,"Urban",0.16,3
2023-01-02 21:27:00,"Suburban",0.57,136
2023-01-02 21:28:00,"Rural",0.74,93
2023-01-02 21:29:00,"Suburban",0.33,109
2023-01-02 21:30:00,"Suburban",0.04,86
2023-01-02 21:31:00,"Suburban",0.75,20
2023-01-02 21:32:00,"Urban",0.09,33
2023-01-02 21:33:00,"Urban",0.63,31
2023-01-02 21:34:00,"Rural",0.64,89
2023-01-02 21:35:00,"Suburban",0.04,26
2023-01-02 21:36:00,"Rural",0.18,55
2023-01-02 21:37:00,"Rural",0.86,13
2023-01-02 21:38:00,"Suburban",0.65,142
2023-01-02 21:39:00,"Urban",0.45,72
2023-01-02 21:40:00,"Urban",0.1,64
2023-01-02 21:41:00,"Suburban",0.4,81
2023-01-02 21:42:00,"Suburban",0.51,20
2023-01-02 21:43:00,"Rural",0.71,83
2023-01-02 21:44:00,"Urban",0.05,120
2023-01-02 21:45:00,"Suburban",0.95,140
2023-01-02 21:46:00,"Urban",0.68,122
2023-01-02 21:47:00,"Suburban",0.8,148
2023-01-02 21:48:00,"Rural",0.04,122
2023-01-02 21:49:00,"Urban",0.71,82
2023-01-02 21:50:00,"Rural",0.61,117
2023-01-02 21:51:00,"Suburban",0.65,136
2023-01-02 21:52:00,"Suburban",0.5,13
2023-01-02 21:53:00,"Rural",0.5,143
2023-01-02 21:54:00,"Urban",0.82,96
2023-01-02 21:55:00,"Suburban",0.53,32
2023-01-02 21:56:00,"Urban",0.99,17
2023-01-02 21:57:00,"Suburban",0.82,133
2023-01-02 21:58:00,"Suburban",0.04,75
2023-01-02 21:59:00,"Rural",0.82,30
2023-01-02 22:00:00,"Suburban",0.36,76
2023-01-02 22:01:00,"Rural",0.72,97
2023-01-02 22:02:00,"Rural",0.25,74
2023-01-02 22:03:00,"Suburban",0.76,113
2023-01-02 22:04:00,"Rural",0.25,34
2023-01-02 22:05:00,"Urban",0.75,40
2023-01-02 22:06:00,"Urban",0.1,37
2023-01-02 22:07:00,"Suburban",0.78,8
2023-01-02 22:08:00,"Suburban",0.69,35
2023-01-02 22:09:00,"Rural",0.11,122
2023-01-02 22:10:00,"Rural",0.59,133
2023-01-02 22:11:00,"Rural",0.99,36
2023-01-02 22:12:00,"Suburban",0.7,12
2023-01-02 22:13:00,"Suburban",0.38,26
2023-01-02 22:14:00,"Urban",0.96,6
2023-01-02 22:15:00,"Suburban",0.53,145
2023-01-02 22:16:00,"Suburban",0.04,112
2023-01-02 22:17:00,"Urban",0.67,106
2023-01-02 22:18:00,"Suburban",0.61,50
2023-01-02 22:19:00,"Suburban",0.43,149
2023-01-02 22:20:00,"Rural",0.39,56
2023-01-02 22:21:00,"Urban",0.76,25
2023-01-02 22:22:00,"Urban",0.35,141
2023-01-02 22:23:00,"Urban",0.48,16
2023-01-02 22:24:00,"Suburban",0.24,1
2023-01-02 22:25:00,"Rural",0.65,60
2023-01-02 22:26:00,"Suburban",0.42,26
2023-01-02 22:27:00,"Suburban",0.71,121
2023-01-02 22:28:00,"Suburban",0.83,72
2023-01-02 22:29:00,"Urban",0.78,80
2023-01-02 22:30:00,"Suburban",0.21,111
2023-01-02 22:31:00,"Urban",0.06,83
2023-01-02 22:32:00,"Rural",0.38,127
2023-01-02 22:33:00,"Rural",0,22
2023-01-02 22:34:00,"Suburban",0.66,137
2023-01-02 22:35:00,"Urban",0.98,58
2023-01-02 22:36:00,"Rural",0.67,90
2023-01-02 22:37:00,"Suburban",0.05,6
2023-01-02 22:38:00,"Suburban",0.96,107
2023-01-02 22:39:00,"Rural",0.03,82
2023-01-02 22:40:00,"Urban",0.38,107
2023-01-02 22:41:00,"Suburban",0.89,123
2023-01-02 22:42:00,"Suburban",0.43,135
2023-01-02 22:43:00,"Urban",0.46,58
2023-01-02 22:44:00,"Rural",0.04,84
2023-01-02 22:45:00,"Rural",0.87,100
2023-01-02 22:46:00,"Urban",0.91,105
2023-01-02 22:47:00,"Rural",0.46,133
2023-01-02 22:48:00,"Urban",0.77,76
2023-01-02 22:49:00,"Rural",0.22,52
2023-01-02 22:50:00,"Rural",0.84,108
2023-01-02 22:51:00,"Rural",0.62,60
2023-01-02 22:52:00,"Suburban",0.16,126
2023-01-02 22:53:00,"Suburban",0.4,139
2023-01-02 22:54:00,"Urban",0.94,75
2023-01-02 22:55:00,"Rural",0.22,120
2023-01-02 22:56:00,"Suburban",0.24,42
2023-01-02 22:57:00,"Rural",0.16,101
2023-01-02 22:58:00,"Rural",0.93,21
2023-01-02 22:59:00,"Rural",0.49,41
2023-01-02 23:00:00,"Rural",0.48,16
2023-01-02 23:01:00,"Suburban",0.2,9
2023-01-02 23:02:00,"Suburban",0.72,20
2023-01-02 23:03:00,"Suburban",0.78,5
2023-01-02 23:04:00,"Urban",0.56,73
2023-01-02 23:05:00,"Suburban",0.46,9
2023-01-02 23:06:00,"Urban",0.2,16
2023-01-02 23:07:00,"Suburban",0.17,50
2023-01-02 23:08:00,"Rural",0.44,0
2023-01-02 23:09:00,"Suburban",0.25,55
2023-01-02 23:10:00,"Urban",0.3,142
2023-01-02 23:11:00,"Urban",0.1,90
2023-01-02 23:12:00,"Rural",0.15,129
2023-01-02 23:13:00,"Urban",0.72,84
2023-01-02 23:14:00,"Urban",0.44,75
2023-01-02 23:15:00,"Suburban",0.14,41
2023-01-02 23:16:00,"Rural",0.19,94
2023-01-02 23:17:00,"Rural",0.72,119
2023-01-02 23:18:00,"Rural",0.49,80
2023-01-02 23:19:00,"Urban",0.91,86
2023-01-02 23:20:00,"Suburban",0.57,93
2023-01-02 23:21:00,"Suburban",0.78,128
2023-01-02 23:22:00,"Urban",0.76,63
2023-01-02 23:23:00,"Suburban",0.7,53
2023-01-02 23:24:00,"Urban",0.2,114
2023-01-02 23:25:00,"Rural",0.22,87
2023-01-02 23:26:00,"Rural",0.75,112
2023-01-02 23:27:00,"Urban",0.37,148
2023-01-02 23:28:00,"Rural",0.5,147
2023-01-02 23:29:00,"Rural",0.94,47
2023-01-02 23:30:00,"Suburban",0.36,115
2023-01-02 23:31:00,"Suburban",0.8,75
2023-01-02 23:32:00,"Suburban",0.87,149
2023-01-02 23:33:00,"Urban",0.56,85
2023-01-02 23:34:00,"Suburban",0.6,120
2023-01-02 23:35:00,"Suburban",0.7,39
2023-01-02 23:36:00,"Suburban",0.22,144
2023-01-02 23:37:00,"Rural",0.2,42
2023-01-02 23:38:00,"Urban",0.1,102
2023-01-02 23:39:00,"Rural",0.38,103
2023-01-02 23:40:00,"Suburban",0.63,81
2023-01-02 23:41:00,"Suburban",0.34,53
2023-01-02 23:42:00,"Suburban",0.22,99
2023-01-02 23:43:00,"Suburban",0.83,37
2023-01-02 23:44:00,"Suburban",0.96,140
2023-01-02 23:45:00,"Urban",0.21,48
2023-01-02 23:46:00,"Rural",0.71,106
2023-01-02 23:47:00,"Urban",0.12,107
2023-01-02 23:48:00,"Urban",0,120
2023-01-02 23:49:00,"Suburban",0.28,94
2023-01-02 23:50:00,"Suburban",0.15,3
2023-01-02 23:51:00,"Rural",0.53,73
2023-01-02 23:52:00,"Rural",0.11,58
2023-01-02 23:53:00,"Rural",0.46,84
2023-01-02 23:54:00,"Rural",0.15,97
2023-01-02 23:55:00,"Rural",0.28,24
2023-01-02 23:56:00,"Suburban",0.05,57
2023-01-02 23:57:00,"Urban",0.3,110
2023-01-02 23:58:00,"Rural",0.7,93
2023-01-02 23:59:00,"Suburban",0.23,117
2023-01-03,"Rural",0.65,128
2023-01-03 00:01:00,"Urban",0.77,21
2023-01-03 00:02:00,"Suburban",0.66,117
2023-01-03 00:03:00,"Suburban",0.46,29
2023-01-03 00:04:00,"Rural",0.87,78
2023-01-03 00:05:00,"Rural",0.78,60
2023-01-03 00:06:00,"Urban",0.49,118
2023-01-03 00:07:00,"Rural",0.2,102
2023-01-03 00:08:00,"Urban",0.92,79
2023-01-03 00:09:00,"Suburban",0.89,31
2023-01-03 00:10:00,"Rural",0.13,138
2023-01-03 00:11:00,"Urban",0.38,33
2023-01-03 00:12:00,"Suburban",0.25,20
2023-01-03 00:13:00,"Suburban",0.58,55
2023-01-03 00:14:00,"Urban",0.22,148
2023-01-03 00:15:00,"Urban",0.55,18
2023-01-03 00:16:00,"Urban",0.35,9
2023-01-03 00:17:00,"Rural",0.57,102
2023-01-03 00:18:00,"Urban",0.18,39
2023-01-03 00:19:00,"Urban",0.1,127
2023-01-03 00:20:00,"Urban",0.74,102
2023-01-03 00:21:00,"Rural",0.21,22
2023-01-03 00:22:00,"Suburban",0.45,147
2023-01-03 00:23:00,"Suburban",0.41,81
2023-01-03 00:24:00,"Suburban",0.87,59
2023-01-03 00:25:00,"Rural",0.13,8
2023-01-03 00:26:00,"Rural",0.06,107
2023-01-03 00:27:00,"Suburban",0.76,101
2023-01-03 00:28:00,"Rural",0.06,41
2023-01-03 00:29:00,"Urban",0.16,142
2023-01-03 00:30:00,"Rural",0.25,133
2023-01-03 00:31:00,"Urban",0.32,30
2023-01-03 00:32:00,"Rural",0.19,12
2023-01-03 00:33:00,"Rural",0.82,1
2023-01-03 00:34:00,"Suburban",0.06,106
2023-01-03 00:35:00,"Suburban",0.63,72
2023-01-03 00:36:00,"Suburban",0.65,139
2023-01-03 00:37:00,"Urban",0.41,127
2023-01-03 00:38:00,"Urban",0.75,127
2023-01-03 00:39:00,"Rural",0.82,98
2023-01-03 00:40:00,"Urban",0.91,125
2023-01-03 00:41:00,"Rural",0.66,31
2023-01-03 00:42:00,"Suburban",0.7,89
2023-01-03 00:43:00,"Suburban",0.72,149
2023-01-03 00:44:00,"Urban",0.67,26
2023-01-03 00:45:00,"Suburban",0.8,60
2023-01-03 00:46:00,"Rural",0.9,137
2023-01-03 00:47:00,"Rural",0.28,39
2023-01-03 00:48:00,"Urban",0.35,33
2023-01-03 00:49:00,"Suburban",0.19,80
2023-01-03 00:50:00,"Urban",0.55,121
2023-01-03 00:51:00,"Urban",0.96,141
2023-01-03 00:52:00,"Urban",0.61,34
2023-01-03 00:53:00,"Suburban",0.98,45
2023-01-03 00:54:00,"Suburban",0.99,68
2023-01-03 00:55:00,"Rural",0.17,49
2023-01-03 00:56:00,"Urban",0.67,37
2023-01-03 00:57:00,"Suburban",0.62,27
2023-01-03 00:58:00,"Rural",0.22,6
2023-01-03 00:59:00,"Rural",0.87,22
2023-01-03 01:00:00,"Rural",0.68,91
2023-01-03 01:01:00,"Rural",0.53,16
2023-01-03 01:02:00,"Suburban",0.13,128
2023-01-03 01:03:00,"Suburban",0.8,104
2023-01-03 01:04:00,"Suburban",0.13,99
2023-01-03 01:05:00,"Rural",0.03,41
2023-01-03 01:06:00,"Rural",0.89,95
2023-01-03 01:07:00,"Urban",0.27,116
2023-01-03 01:08:00,"Rural",0.12,37
2023-01-03 01:09:00,"Rural",0.65,134
2023-01-03 01:10:00,"Urban",0.06,143
2023-01-03 01:11:00,"Suburban",0.48,54
2023-01-03 01:12:00,"Urban",0.32,32
2023-01-03 01:13:00,"Rural",0.19,29
2023-01-03 01:14:00,"Rural",0.26,133
2023-01-03 01:15:00,"Suburban",0.58,30
